"store_name","address","address2","city","state","zip5","county","store_type","incentive_program","grantee_name","Source","Location"
"Cindys Market","2084 Hayes St","","San Francisco","CA","94117","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"City Discount Market","5527 Geary Blvd","","San Francisco","CA","94121","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"City Discount Meat And Grocery Market","2298 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Clement Street Farmers Mkt/Ag Institute of Marin","Clement St","","San Francisco","CA","94118","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"Constellation Culinary","55 Music Concourse Dr","","San Francisco","CA","94118","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Cordova Market","301 Rolph St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Costco 144","450 10th St","","San Francisco","CA","94103","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"D&T Market","1118 Stockton St","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Hua Long Trading Inc 1","714 Jackson St","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"I & J Market","2415 Noriega St","","San Francisco","CA","94122","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Indian Spices And Groceries","3265 22nd St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Inle Burmese Cuisine","822 Irving St","","San Francisco","CA","94122","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Inner Sunset Farmers' Market","1326 9th Ave","","San Francisco","CA","94122","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"International Produce Market","2200 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Irving Pizza","928 Geary St","","San Francisco","CA","94109","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Island Cove Market Inc","800 Avenue H","","San Francisco","CA","94130","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"J & Food Ginseng Company","2409 Irving St","","San Francisco","CA","94122","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Kash Daddy's","1051 Market St","","San Francisco","CA","94103","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Kentucky Fried Chicken #236","1150 Taraval St","","San Francisco","CA","94116","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Kentucky Fried Chicken #248","4150 Geary Blvd","","San Francisco","CA","94118","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Kentucky Fried Chicken #249","691 Eddy St","","San Francisco","CA","94109","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Kim Hoang Cafe and Fast Food","246 Leavenworth St","","San Francisco","CA","94102","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"King Lee Chinese Restaurant","1426A Fillmore St","","San Francisco","CA","94115","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Kj Produce Market","400 Irving St","","San Francisco","CA","94122","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Komi Food Company","898 Stockton St","","San Francisco","CA","94108","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Kwok Hong Chinese Herbs Inc","3309 Balboa St","","San Francisco","CA","94121","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"L & J Groceries","21 Leland Ave","","San Francisco","CA","94134","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"LA LOMA #10","2456 San Bruno Ave","","San Francisco","CA","94134","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"LA LOMA 3","5652 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"LA LOMA PRODUCE 7","2695 San Bruno Ave","","San Francisco","CA","94134","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"LUCKY PORK MARKET","2659 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"La Canasta Produce","2097 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"La Loma Produce 8","2840 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"La Lomita Market","2499 Folsom St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Larkin Restaurant","607 Larkin St","","San Francisco","CA","94109","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Lebeau Nob Hill Market 1","1263 Leavenworth St","","San Francisco","CA","94109","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Leland Market","65 Leland Ave","","San Francisco","CA","94134","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Little Szechuan","501 Broadway","","San Francisco","CA","94133","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Local Diner","1244 Market St.","","San Francisco","CA","94102","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Long Hua's Grocery Store","906 Stockton St","","San Francisco","CA","94108","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Los Olivos Market","4766 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Lucky 755","1515 Sloat Blvd","","San Francisco","CA","94132","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Lucky 756","1750 Fulton St","","San Francisco","CA","94117","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Luke's Local Grocery","580 Green St","","San Francisco","CA","94133","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Luke's Local Grocery 9th Ave.","1266 9th Ave","","San Francisco","CA","94122","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Luke's Local Grocery Cole St.","960 Cole St","","San Francisco","CA","94117","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Luke's Local Grocery Union St.","2190 Union St","","San Francisco","CA","94123","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"MANILA ORIENTAL MARKET","4175 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"MARINA SUPER","2323 Chestnut St","","San Francisco","CA","94123","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"MARYLAND MARKET","300 Turk St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"MI PUEBLITO MARKET LLC 1","2765 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Mainland Market","5601 Geary Blvd","","San Francisco","CA","94121","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"McDonald's #10162","1100 Fillmore St","","San Francisco","CA","94115","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"McDonald's #1782","1201 Ocean Ave","","San Francisco","CA","94112","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"22ND & IRVING PRODUCE","2101 Irving St","","San Francisco","CA","94122","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"23rd & Mission Produce","2700 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"25th Irving Market","2425 Irving St","","San Francisco","CA","94122","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"26th & Guerrero Market","1400 Guerrero St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"7th And Clement Market","538 Clement St","","San Francisco","CA","94118","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"828 Irving Market","828 Irving St","","San Francisco","CA","94122","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"A & D Nepali/indian Grocery Store Llc","872 Sacramento St","","San Francisco","CA","94108","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"A-Z Deli Inc","3325 24th St","","San Francisco","CA","94110","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Abraham Farmers Market","3931 Geary Blvd","","San Francisco","CA","94118","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Adel Market","901 Geneva Ave","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Alemany Farmers Market","100 Alemany Blvd","","San Francisco","CA","94110","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"All Fresh Market","1524 Ocean Ave","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"All States Best Foods","1607 20th St","","San Francisco","CA","94107","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Anas Market","105 Broad St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Andi's Market","820 Cortland Ave","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Andronicos Community Market 3066","375 32nd Ave","","San Francisco","CA","94121","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Andronicos Community Markets 2452","1200 Irving St","","San Franciso","CA","94122","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"Antojitos Paty #2 #2","2853 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Apple Land Market","843 Clement St","","San Francisco","CA","94118","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Aramex Restaurant","2020 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Asia Market","772 Pacific Ave","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Associated Students Farmers Market","1650 Holloway Ave","","San Francisco","CA","94132","SAN FRANCISCO","Farmers and Markets","","","USDA","San Francisco (City, 2020)"
"Ayob's Community Market","3250 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"BI-RITE","3639 18th St","","San Francisco","CA","94110","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Baby & Mom Nutrition","4992 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Battambang Market","339 Eddy St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Bel Clift Market","516 Geary St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Belmar Meat Market","2989 24th St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Bi-Rite Market","2140 Polk St","","San Francisco","CA","94109","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Bi-Rite Market","550 Divisadero St","","San Francisco","CA","94117","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Big Apple Pizza N Grill","127 Eddy St","","San Francisco","CA","94102","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Emos Cafe and Deli","201A Turk St","","San Francisco","CA","94102","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Emperor Palace Restaurant","530 Balboa St","","San Francisco","CA","94118","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Europa Express","750 La Playa St","","San Francisco","CA","94121","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Evergreen Market","2539 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"FALLETTI FOODS","308 Broderick St","","San Francisco","CA","94117","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"FOODS CO 351","345 Williams Ave","","San Francisco","CA","94124","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Ferry Plaza Farmers Market","1 Ferry Building","Ste 50","San Francisco","CA","94111","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"Fillmore Farmers' Market","1700 O'Farrell St","","San Francisco","CA","94115","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"First Korean Market","4625 Geary Blvd","","San Francisco","CA","94118","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fishtail Market","352 Turk St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Five Markets 1","2824 24th St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fong Seng Co","1024 Grant Ave","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Foods Co 357","1800 Folsom St","","San Francisco","CA","94103","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Foothill Market","3004 San Bruno Ave","","San Francisco","CA","94134","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fort Mason Farmers Market","2 Marina Blvd","","San Francisco","CA","94123","SAN FRANCISCO","Farmers and Markets","","","USDA","San Francisco (City, 2020)"
"Fresco Pizza & Grill","1338 Polk St","","San Francisco","CA","94109","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Fresh Produce #1","2631 23rd St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fresh Produce #2","2400 San Bruno Ave","Suite B","San Francisco","CA","94134","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fruit Barn","1616 Ocean Ave","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fu Yuan Food Market","1251 Stockton St","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Fung Wong SF","2500 Noriega St","","San Francisco","CA","94122","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"GOOD LIFE GROCERY","448 Cortland Ave","","San Francisco","CA","94110","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"GRAND CENTRAL MARKET","2435 California St","","San Francisco","CA","94115","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"GUZMAN'S PRODUCE MARKET INC.","5229 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Geary Grocery Outlet","6333 Geary Blvd","","San Francisco","CA","94121","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Golden City Inn","5131 3rd St","","San Francisco","CA","94124","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Golden Farmer Market LLC","1475 Polk St","","San Francisco","CA","94109","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Golden Gate Market","225 Leavenworth St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Golden Natural Foods Inc.","130 Church St","","San Francisco","CA","94114","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Grant Market Inc","1101 Grant Ave","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Green Apple Market","1042 Polk St","","San Francisco","CA","94109","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Green Earth","860 Divisadero St","","San Francisco","CA","94117","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Grocery Outlet Of Bayshore 451","355 Bay Shore Blvd","","San Francisco","CA","94124","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Grocery Outlet Of Mission 306","1245 S Van Ness Ave","","San Francisco","CA","94110","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Grocery Outlet Of Visitacion Valley 244","2630 Bay Shore Blvd","","San Francisco","CA","94134","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"Gum Sing Market Inc","774 Pacific Ave","","San Francisco","CA","94133","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"H & L Supermarket 1","669 Geary St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"H MART SAN FRANCISCO","3995 Alemany Blvd","","San Francisco","CA","94132","SAN FRANCISCO","Super Store","","","USDA","San Francisco (City, 2020)"
"HARVEST URBAN MARKET","191 8th St","","San Francisco","CA","94103","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"HIMALAYAN PIZZA & MOMO","288 Golden Gate Ave","","San Francisco","CA","94102","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"HWA LEI MARKET","2970 16th St","","San Francisco","CA","94103","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Halal Burgers and More #3","22 6th St","","San Francisco","CA","94103","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Heart of the City Farmers Market","1182 Market St","Ste 412","San Francisco","CA","94102","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"Heng Xing Long Trading Co Inc","1016 Stockton St","","San Francisco","CA","94108","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Da Chang Yuan","860 Washington St","","San Francisco","CA","94108","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Dai Lee Food Inc.","878 Washington St","","San Francisco","CA","94108","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Divisidero Farmers' Market","1377 Fell St","","San Francisco","CA","94117","SAN FRANCISCO","Farmers and Markets","","California Department of Food and Agriculture","USDA","San Francisco (City, 2020)"
"Do Eat Restaurant","4543 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Dragon River Restaurant","5045 Geary Blvd","","San Francisco","CA","94118","SAN FRANCISCO","Restaurant Meals Program","","","USDA","San Francisco (City, 2020)"
"Dragonspunk Gro Farmers Market","1550 Evans Ave","","San Francisco","CA","94124","SAN FRANCISCO","Farmers and Markets","","","USDA","San Francisco (City, 2020)"
"EL AHORRO","3456 Mission St","","San Francisco","CA","94110","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"EL CHICO PRODUCE MARKET 2","4600 Mission St","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"Econo Market","593 O'Farrell St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"El Chavo Supermercado","15 Ocean Ave","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"El Chico Produce Market #4","2965 24th St","","San Francisco","CA","94110","SAN FRANCISCO","Supermarket","","","USDA","San Francisco (City, 2020)"
"El Jubani","596 Ofarrell St","","San Francisco","CA","94102","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
"El Mercadito","1712 Ocean Ave","","San Francisco","CA","94112","SAN FRANCISCO","Grocery Store","","","USDA","San Francisco (City, 2020)"
